facility_id,year,mechanism,facility_name,responsible_emitter,state,anzsic,baseline,covered_emissions,net_emissions,mymp_baseline,mymp_net_emissions,notes
F0134,2022-23,legacy,NKS01 Nickel West Kalgoorlie Facility,BHP NICKEL WEST PTY LTD,WA,,146285.0,146936.0,146285.0,,,-
F0135,2022-23,legacy,NKW01 Nickel West Kwinana Facility,BHP NICKEL WEST PTY LTD,WA,,,166425.0,,,,-
F0136,2022-23,legacy,NMK01 Nickel West Mt Keith Facility,BHP NICKEL WEST PTY LTD,WA,,209693.0,191852.0,191852.0,,,-
F0248,2022-23,legacy,Norske Skog Boyer Mill,NORSKE SKOG PAPER MILLS (AUSTRALIA) LIMITED,TAS,,183056.0,172392.0,183056.0,,,-
F0037,2022-23,legacy,North Goonyella Coal Mine,PEABODY (BOWEN) PTY LTD,QLD,,225651.0,224735.0,224735.0,,,-
F0138,2022-23,legacy,North West Shelf Project,WOODSIDE ENERGY LTD.,WA,,,6935647.0,,20131651.0,20131651.0,-
F0139,2022-23,legacy,Nowra Plant,SHOALHAVEN STARCHES PTY LTD,NSW,,461274.0,363674.0,363674.0,,,-
F0140,2022-23,legacy,Nyrstar Port Pirie Facility,NYRSTAR PORT PIRIE PTY LTD,SA,,547081.0,359490.0,359490.0,,,-
F0141,2022-23,legacy,Oaky Creek Coal Complex,OAKY CREEK HOLDINGS PTY LIMITED,QLD,,988314.0,756649.0,756649.0,,,-
F0142,2022-23,legacy,ODS01 Olympic Dam – UOD Facility,BHP OLYMPIC DAM CORPORATION PTY LTD,SA,,241243.0,218485.0,218485.0,,,-
F0145,2022-23,legacy,Opal Australian Paper Maryvale Mill,PAPER AUSTRALIA PTY LTD,VIC,,350280.0,297647.0,297647.0,,,-
F0146,2022-23,legacy,Orora Glass Plant Gawler,ORORA LIMITED,SA,,226181.0,211671.0,211671.0,,,-
F0147,2022-23,legacy,Otway,BEACH ENERGY (OPERATIONS) LIMITED,VIC,,200355.0,134089.0,134089.0,,,-
F0148,2022-23,legacy,Pacific National National Transport Facility,PACIFIC NATIONAL PTY LTD,National,,,810695.0,,,,-
F0149,2022-23,legacy,Paraburdoo Mine,HAMERSLEY IRON PTY. LIMITED,WA,,100000.0,129483.0,100000.0,,,-
F0150,2022-23,legacy,Parkhurst Magnesia Manufacturing Plant,QMAG PTY LIMITED,QLD,,256419.0,252207.0,252207.0,,,-
F0151,2022-23,legacy,Peak Downs Mine,BM ALLIANCE COAL OPERATIONS PTY LIMITED,QLD,,473498.0,477021.0,473498.0,,,-
F0250,2022-23,legacy,Phosphate Hill,INCITEC PIVOT LIMITED,QLD,,512235.0,509491.0,509491.0,,,-
F0153,2022-23,legacy,Pilbara Rail Operations,PILBARA IRON PTY LTD,WA,,681246.0,662419.0,662419.0,,,-
F0251,2022-23,legacy,Pilgangoora Operations,PILBARA MINERALS LIMITED,WA,,100000.0,101560.0,100000.0,,,-
F0155,2022-23,legacy,Pinjarra Alumina Refinery,ALCOA OF AUSTRALIA LIMITED,WA,,2798215.0,1437765.0,1437765.0,,,-
F0156,2022-23,legacy,Pluto LNG,WOODSIDE BURRUP PTY. LTD.,WA,,,1839910.0,,6188809.0,5731271.0,-
F0157,2022-23,legacy,Poitrel Mine,STANMORE RESOURCES LIMITED,QLD,,216365.0,283973.0,216365.0,,,-
F0159,2022-23,legacy,Port Kembla Steelworks,BLUESCOPE STEEL (AIS) PTY. LTD.,NSW,,6875761.0,6138128.0,6138128.0,,,-
F0160,2022-23,legacy,Port Latta Pelletising Plant,GRANGE RESOURCES (TASMANIA) PTY LTD,TAS,,125949.0,123076.0,123076.0,,,-
F0161,2022-23,legacy,Portland Aluminium Smelter,ALCOA PORTLAND ALUMINIUM PROPRIETARY LIMITED,VIC,,575641.0,636453.0,575641.0,,,-
F0162,2022-23,legacy,Premier Coal Mine (Open Cut),PREMIER COAL LTD,WA,,100000.0,108551.0,100000.0,,,-
F0163,2022-23,legacy,PRL03 Rail - IOR Facility,BHP IRON ORE PTY LTD,WA,,589216.0,566312.0,566312.0,,,-
F0164,2022-23,legacy,Qantas Airways Limited National Transport Facility,QANTAS AIRWAYS LIMITED,National,,5285611.0,4385686.0,4385686.0,,,-
F0165,2022-23,legacy,Qenos Altona Manufacturing,QENOS PTY LTD,VIC,,218590.0,212923.0,212923.0,,,-
F0166,2022-23,legacy,Qenos Botany Manufacturing,QENOS PTY LTD,NSW,,551253.0,348554.0,348554.0,,,-
F0167,2022-23,legacy,QGC Upstream,QGC PTY LIMITED,QLD,,1186518.0,863094.0,863094.0,,,-
F0263,2022-23,legacy,Queensland,ALLIANCE AVIATION SERVICES LIMITED,QLD,,,77879.0,,300000.0,260461.0,-
F0168,2022-23,legacy,Queensland Alumina Limited Refinery,QUEENSLAND ALUMINA LIMITED,QLD,,2915797.0,3059545.0,2915797.0,,,-
F0169,2022-23,legacy,Queensland Curtis LNG Plant,QCLNG OPERATING COMPANY PTY LTD,QLD,,1699600.0,1673378.0,1673378.0,,,-
F0170,2022-23,legacy,Queensland Nitrates Ammonium Nitrate Plant,QUEENSLAND NITRATES PTY LTD,QLD,,271190.0,150701.0,150701.0,,,-
F0171,2022-23,legacy,Rail,THE PILBARA INFRASTRUCTURE PTY LTD,WA,,312095.0,259172.0,259172.0,,,-
F0172,2022-23,legacy,Railton,CEMENT AUSTRALIA (GOLIATH) PTY LIMITED,TAS,,1118359.0,1056965.0,1056965.0,,,-
F0173,2022-23,legacy,Ravensthorpe Nickel Operation,FQM AUSTRALIA NICKEL PTY LTD,WA,,324093.0,232848.0,232848.0,,,-
F0174,2022-23,legacy,Ravenswood Mine,RAVENSWOOD GOLD PTY LTD,QLD,,136931.0,117387.0,117387.0,,,-
F0175,2022-23,legacy,Ravensworth Operations,RAVENSWORTH OPERATIONS PTY LIMITED,NSW,,345281.0,327434.0,327434.0,,,-
F0176,2022-23,legacy,Refinery Qld Lytton,AMPOL LIMITED,QLD,,856595.0,673186.0,673186.0,,,-
F0177,2022-23,legacy,Rio Tinto Marine - Qld,RIO TINTO SHIPPING (ASIA) PTE LIMITED,QLD,,144297.0,111314.0,111314.0,,,-
F0178,2022-23,legacy,Rio Tinto Weipa,RTA WEIPA PTY LTD,QLD,,263451.0,257444.0,257444.0,,,-
F0179,2022-23,legacy,Rio Tinto Yarwun,RTA YARWUN PTY LTD,QLD,,2201946.0,2200584.0,2200584.0,,,-
F0180,2022-23,legacy,Rolleston Coal Mine,ROLLESTON COAL HOLDINGS PTY LIMITED,QLD,,163725.0,178578.0,163725.0,,,-
F0181,2022-23,legacy,Roma Hub,SANTOS LIMITED,QLD,,247785.0,166879.0,166879.0,,,-
F0182,2022-23,legacy,Roy Hill Mine,ROY HILL HOLDINGS PTY LTD,WA,,535965.0,562306.0,535964.0,,,-
F0183,2022-23,legacy,Russell Vale Colliery,WOLLONGONG RESOURCES PTY. LTD.,NSW,,1115025.0,272086.0,272086.0,,,-
F0184,2022-23,legacy,Saraji Mine,BM ALLIANCE COAL OPERATIONS PTY LIMITED,QLD,,,357472.0,,1138944.0,1138944.0,-
F0185,2022-23,legacy,Savage River Mine,GRANGE RESOURCES (TASMANIA) PTY LTD,TAS,,124395.0,110660.0,110660.0,,,-
F0186,2022-23,legacy,Sewerage West,MELBOURNE WATER CORPORATION,VIC,,168625.0,164045.0,164045.0,,,-
F0187,2022-23,legacy,SIMEC Mining - Middleback Range Iron Ore Mine (Whyalla),ONESTEEL MANUFACTURING PTY LIMITED,SA,,100000.0,117919.0,100000.0,,,-
F0188,2022-23,legacy,Sino Iron Project – Cape Preston,CITIC PACIFIC MINING MANAGEMENT PTY LTD,WA,,1572924.0,1229931.0,1229931.0,,,-
F0253,2022-23,legacy,Sojitz Gregory Crinum Mine,SOJITZ DEVELOPMENT PTY LTD,QLD,,,109652.0,,,,-
F0189,2022-23,legacy,Solomon Mine,FMG SOLOMON PTY LTD,WA,,462288.0,448524.0,440113.0,,,-
F0190,2022-23,legacy,Solomon Power Station,FMG SOLOMON PTY LTD,WA,,206495.0,206715.0,206495.0,,,-
F0191,2022-23,legacy,South Walker Creek,STANMORE RESOURCES LIMITED,QLD,,,363688.0,,,,-
F0192,2022-23,legacy,South West Queensland Pipeline,APA (SWQP) PTY LIMITED,QLD; SA,,176381.0,126026.0,126026.0,,,-
F0193,2022-23,legacy,South West Synthetic Rutile Operations,ILUKA RESOURCES LIMITED,WA,,346104.0,357996.0,346104.0,,,-
F0194,2022-23,legacy,Spring Gully Reedy Creek Combabula,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,QLD,,988214.0,304522.0,304522.0,,,-
F0195,2022-23,legacy,Start up and Operations of the Ichthys LNG Project,INPEX OPERATIONS AUSTRALIA PTY LTD,NT,,7067789.0,5840868.0,5840868.0,,,-
F0196,2022-23,legacy,Sunrise Dam,ANGLOGOLD ASHANTI AUSTRALIA LIMITED,WA,,161730.0,169125.0,161730.0,,,-
F0197,2022-23,legacy,TAHMOOR COAL MINE,TAHMOOR COAL PTY LTD,NSW,,2008287.0,992938.0,992938.0,,,-
F0198,2022-23,legacy,Telfer Gold Mine,NEWCREST MINING LIMITED,WA,,626808.0,448761.0,448761.0,,,-
F0200,2022-23,legacy,Thunderbox Operations,NORTHERN STAR (THUNDERBOX) PTY LTD,WA,,213075.0,160145.0,160145.0,,,-
F0201,2022-23,legacy,Tom Price Mine / WTS,HAMERSLEY IRON PTY. LIMITED,WA,,138707.0,188503.0,138707.0,,,-
F0202,2022-23,legacy,Tomago Aluminium Smelter,TOMAGO ALUMINIUM COMPANY PTY LTD,NSW,,1230271.0,1177432.0,1177432.0,,,-
F0203,2022-23,legacy,Tropicana Gold Mine,ANGLOGOLD ASHANTI AUSTRALIA LIMITED,WA,,352345.0,316050.0,316050.0,,,-
F0204,2022-23,legacy,TT-Line - Victorian Operation,TT-LINE COMPANY PTY. LTD.,VIC,,161416.0,162096.0,161416.0,,,-
F0205,2022-23,legacy,United Coal Mine,UNITED COLLIERIES PTY LTD,NSW,,330425.0,291241.0,291241.0,,,-
F0206,2022-23,legacy,V/Line,V/LINE CORPORATION,VIC,,140686.0,126017.0,126017.0,,,-
F0208,2022-23,legacy,Varanus Hub,SANTOS LIMITED,WA,,463700.0,256543.0,256543.0,,,-
F0209,2022-23,legacy,Vincent Project Venture,WOODSIDE ENERGY LTD.,WA,,,234485.0,,1041774.0,944149.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0210,2022-23,legacy,Virgin Australia Holdings National Transport Facility,VIRGIN AUSTRALIA HOLDINGS LIMITED,National,,2397885.0,2032585.0,2032585.0,,,-
F0212,2022-23,legacy,Wagerup Alumina Refinery,ALCOA OF AUSTRALIA LIMITED,WA,,1724761.0,1289067.0,1289067.0,,,-
F0213,2022-23,legacy,Wambo Coal Mine,WAMBO COAL PTY LIMITED,NSW,,,207015.0,,935976.0,846579.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0214,2022-23,legacy,Warkworth Mine,WARKWORTH MINING LTD,NSW,,1018733.0,842536.0,842536.0,,,-
F0215,2022-23,legacy,West Angelas Mine,ROBE RIVER MINING CO. PTY. LTD.,WA,,331789.0,292917.0,292917.0,,,-
F0254,2022-23,legacy,Western Australia,ALLIANCE AVIATION SERVICES LIMITED,WA,,,102252.0,,300000.0,300000.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0217,2022-23,legacy,Western Port Works,BLUESCOPE STEEL LIMITED,VIC,,121212.0,106289.0,106289.0,,,-
F0218,2022-23,legacy,Wheatstone Operations,CHEVRON AUSTRALIA PTY LTD,WA,,4343119.0,3789472.0,3789472.0,,,-
F0219,2022-23,legacy,Wilpinjong Coal Mine,WILPINJONG COAL PTY LTD,NSW,,208562.0,154987.0,154987.0,,,-
F0255,2022-23,legacy,Wodgina Operations,MARBL LITHIUM OPERATIONS PTY LTD,WA,,100000.0,111027.0,100000.0,,,-
F0222,2022-23,legacy,WOR01,SOUTH32 WORSLEY ALUMINA PTY LTD,WA,,3492670.0,3453837.0,3453837.0,,,-
F0223,2022-23,legacy,YAN01 Yandi/Marillana Creek Mine - MNG Facility,BHP IRON ORE PTY LTD,WA,,112093.0,111995.0,111995.0,,,-
F0224,2022-23,legacy,Yandicoogina Mine,HAMERSLEY IRON - YANDI PTY LIMITED,WA,,258329.0,173685.0,173685.0,,,-
F0225,2022-23,legacy,Yarnima Power Station,BHP IRON ORE PTY LTD,WA,,421548.0,336179.0,336179.0,,,-
F0226,2022-23,legacy,Yarrabee Coal Mine (Open Cut),YARRABEE COAL COMPANY PTY. LTD.,QLD,,190339.0,164091.0,164091.0,,,-
F0227,2022-23,legacy,Yarwun Nitrates,ORICA AUSTRALIA PTY LTD,QLD,,343615.0,384417.0,324417.0,,,-
F0228,2022-23,legacy,YPF AMMONIA PLANT,YARA PILBARA FERTILISERS PTY LTD,WA,,1512283.0,1503171.0,1503171.0,,,-
F0229,2023-24,reformed,1. Solid Waste Services - Lucas Heights,Cleanaway Waste Management Limited,NSW,"Waste treatment, disposal and remediation services (292)",327658.0,112867.0,112867.0,,,The facility is covered by a landfill baseline.
F0001,2023-24,reformed,1. Solid Waste Services - MRL,Cleanaway Waste Management Limited,VIC,"Waste treatment, disposal and remediation services (292)",350747.0,162282.0,342173.0,,,The facility is covered by a landfill baseline.
F0002,2023-24,reformed,Angaston Operations,ADBRI LIMITED,SA,"Cement, lime, plaster and concrete product manufacturing (203)",103873.0,112841.0,103873.0,,,-
F0003,2023-24,reformed,APLNG Facility,CONOCOPHILLIPS AUSTRALIA OPERATIONS PTY LTD,QLD,Oil and gas extraction (070),2034870.0,2120644.0,2034870.0,,,-
F0004,2023-24,reformed,APN01 Appin Colliery - ICH Facility,ENDEAVOUR COAL PTY LIMITED,NSW,Coal mining (060),2154439.0,1833982.0,1833982.0,,,-
F0005,2023-24,reformed,APU01 Pyrenees - AOA Facility,WOODSIDE ENERGY GLOBAL PTY LTD,WA,Oil and gas extraction (070),108074.0,116569.0,108072.0,,,-
F0006,2023-24,reformed,ARC01 Mining Area C - MNG Facility,BHP IRON ORE PTY LTD,WA,Metal ore mining (080),694935.0,512387.0,512387.0,,,-
F0007,2023-24,reformed,Arcadia,Santos Limited,QLD,Oil and gas extraction (070),166220.0,108224.0,108224.0,,,-
F0008,2023-24,reformed,Arrow Surat Operations,Arrow Energy Holdings Pty Ltd,QLD,Oil and gas extraction (070),193637.0,155650.0,155650.0,,,-
F0009,2023-24,reformed,Ashton Coal Mine (Underground),ASHTON COAL OPERATIONS PTY LIMITED,NSW,Coal mining (060),158653.0,350750.0,158653.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0010,2023-24,reformed,Aurizon National Transport Facility,AURIZON OPERATIONS LIMITED,National,Rail freight transport (471),603720.0,626369.0,603720.0,,,-
F0011,2023-24,reformed,AusNet Gas Services Pty Ltd,AusNet Services Holdings Pty Ltd,VIC,Gas supply (270),187366.0,188003.0,187366.0,,,-
F0012,2023-24,reformed,Australian Gas Networks (Vic) Pty Ltd,Australian Gas Networks Holding Pty Ltd,VIC,Gas supply (270),119292.0,111805.0,111805.0,,,-
F0013,2023-24,reformed,Ballera,Santos Limited,QLD,Oil and gas extraction (070),120065.0,153917.0,120065.0,,,-
F0014,2023-24,reformed,Baralaba Coal Mine,BARALABA COAL COMPANY PTY LTD ,QLD,Coal mining (060),142165.0,138324.0,138324.0,,,-
F0015,2023-24,reformed,Batchfire Resources No.1,BATCHFIRE RESOURCES PTY LTD,QLD,Coal mining (060),161762.0,218872.0,218872.0,,218872.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0017,2023-24,reformed,Beharra Springs,BEACH ENERGY LIMITED,WA,Oil and gas extraction (070),100000.0,145438.0,100000.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0018,2023-24,reformed,Bell Bay Smelter,RIO TINTO ALUMINIUM (BELL BAY) LIMITED,TAS,Basic non-ferrous metal manufacturing (213),353471.0,351701.0,351701.0,,,-
F0019,2023-24,reformed,Bengalla Operations,Bengalla Mining Company Pty Limited,NSW,Coal mining (060),519270.0,626511.0,519270.0,,,-
F0020,2023-24,reformed,Birkenhead Operations,ADBRI LIMITED,SA,"Cement, lime, plaster and concrete product manufacturing (203)",877429.0,809431.0,848429.0,,,-
F0021,2023-24,reformed,Blackwater Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),485780.0,531681.0,485780.0,,,-
F0021,2023-24,reformed,Blackwater Mine,WHITEHAVEN BLACKWATER PTY LTD,QLD,Coal mining (060),156081.0,190372.0,156081.0,,,-
F0023,2023-24,reformed,Boggabri Coal Minesite,BOGGABRI COAL PTY LIMITED,NSW,Coal mining (060),206330.0,210390.0,206330.0,,,-
F0024,2023-24,reformed,Boyne Smelters Limited,RIO TINTO ALUMINIUM LIMITED,QLD,Basic non-ferrous metal manufacturing (213),931303.0,921558.0,921558.0,,,-
F0025,2023-24,reformed,Brockman 2 / Nammuldi Mines,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),185088.0,312410.0,185088.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0026,2023-24,reformed,Brockman 4 Mine,Hamersley Iron Pty. Limited,WA,Metal ore mining (080),142158.0,236261.0,142158.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0027,2023-24,reformed,Bulga Coal Complex,BULGA COAL MANAGEMENT PTY LIMITED,NSW,Coal mining (060),656158.0,527889.0,527889.0,,,-
F0028,2023-24,reformed,Burton Complex,BOWEN COKING COAL LIMITED,QLD,Coal mining (060),165342.0,167954.0,165342.0,,,-
F0029,2023-24,reformed,Byerwen Mine,BYERWEN COAL PTY LTD,QLD,Coal mining (060),360395.0,432031.0,360395.0,,,-
F0030,2023-24,reformed,CAN01,South32 Cannington Proprietary Limited,QLD,Metal ore mining (080),116579.0,123595.0,116579.0,,,-
F0031,2023-24,reformed,Capcoal Mine,ANGLO COAL (CAPCOAL MANAGEMENT) PTY LIMITED,QLD,Coal mining (060),2070902.0,1048254.0,1048254.0,,,-
F0032,2023-24,reformed,Carborough Downs Coal Mine,FITZROY (CQ) PTY LTD,QLD,Coal mining (060),419085.0,589348.0,42441.0,,2001203.0,Please refer to the excess emissions situation table for more information. Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0033,2023-24,reformed,Carmichael Coal Mine,Adani Mining Pty Ltd,QLD,Coal mining (060),1026479.0,675247.0,675247.0,,,-
F0034,2023-24,reformed,Carosue Dam Operations,NORTHERN STAR (CAROSUE DAM) PTY LTD,WA,Metal ore mining (080),103274.0,102722.0,97449.0,,320194.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0035,2023-24,reformed,Caval Ridge Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),254032.0,324232.0,254032.0,,,-
F0036,2023-24,reformed,CEM NSW Berrima Maldon,Boral Limited,NSW,"Cement, lime, plaster and concrete product manufacturing (203)",1015917.0,952073.0,952073.0,,,-
F0037,2023-24,reformed,Centurion Coal Mine,Centurion Coal Mining Pty Ltd,QLD,Coal mining (060),100000.0,174917.0,100000.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0231,2023-24,reformed,Chain Valley Colliery,Delta Electricity Pty Ltd,NSW,Coal mining (060),588821.0,588821.0,588821.0,,,-
F0038,2023-24,reformed,Chandala Processing Plant,Tronox Management Pty Ltd,WA,Basic chemical manufacturing (181),204507.0,227722.0,204507.0,,,-
F0039,2023-24,reformed,Christmas Creek Mine,CHICHESTER METALS PTY LTD,WA,Metal ore mining (080),351986.0,372251.0,372251.0,,372251.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0040,2023-24,reformed,Clermont Coal Operations,Clermont Coal Operations Pty Limited,QLD,Coal mining (060),170356.0,148835.0,148835.0,,,-
F0041,2023-24,reformed,Cloudbreak Mine,CHICHESTER METALS PTY LTD,WA,Metal ore mining (080),267459.0,295132.0,267459.0,,,-
F0042,2023-24,reformed,Cockburn Operations,ADBRI LIMITED,WA,"Cement, lime, plaster and concrete product manufacturing (203)",671653.0,657038.0,657038.0,,,-
F0043,2023-24,reformed,Collinsville Mine,NC COAL COMPANY PTY LIMITED,QLD,Coal mining (060),100000.0,69982.0,69982.0,,,The facility is an eligible facility under 58B.
F0044,2023-24,reformed,Condabri Talinga Orana,ORIGIN ENERGY UPSTREAM OPERATOR PTY LTD,QLD,Oil and gas extraction (070),367391.0,263344.0,263344.0,,,-
F0045,2023-24,reformed,Cook Colliery,Constellation Mining Pty Ltd,QLD,Coal mining (060),100000.0,98801.0,98801.0,,,The facility is an eligible facility under 58B.
F0046,2023-24,reformed,Coppabella Coal Mine,PEABODY ENERGY AUSTRALIA PCI (C&M MANAGEMENT) PTY LTD,QLD,Coal mining (060),219678.0,235397.0,219678.0,,,-
F0232,2023-24,reformed,Cowal Operations,EVOLUTION MINING (COWAL) PTY LIMITED,NSW,Metal ore mining (080),148711.0,82450.0,82450.0,,287978.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0047,2023-24,reformed,CSBP Kwinana Facility,CSBP Limited,WA,Fertiliser and pesticide manufacturing (183),734581.0,671716.0,671716.0,,,-
F0048,2023-24,reformed,CTC WA Facility,CENTURION TRANSPORT CO. PTY LTD,WA,Road freight transport (461),115700.0,112173.0,112173.0,,,-
F0049,2023-24,reformed,Curragh Mine,CORONADO AUSTRALIA HOLDINGS PTY LTD,QLD,Coal mining (060),598727.0,909433.0,909433.0,,909433.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0050,2023-24,reformed,Curtis Island GLNG Plant,GLNG OPERATIONS PTY LTD,QLD,Oil and gas extraction (070),1695720.0,1635447.0,1635447.0,,,-
F0233,2023-24,reformed,Dandenong,OCEANIA GLASS PTY LTD,VIC,Glass and glass product manufacturing (201),100000.0,107278.0,107278.0,,,Please refer to the excess emissions situation table for more information.
F0051,2023-24,reformed,Darwin LNG Plant,Santos Limited,NT,Oil and gas extraction (070),100000.0,241538.0,100000.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0052,2023-24,reformed,Daunia Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),177734.0,161798.0,161798.0,,,-
F0052,2023-24,reformed,Daunia Mine,WHITEHAVEN DAUNIA PTY LTD,QLD,Coal mining (060),57106.0,53753.0,53753.0,,,-
F0053,2023-24,reformed,Dawson Mine,ANGLO COAL (DAWSON MANAGEMENT) PTY LTD,QLD,Coal mining (060),485823.0,538741.0,485823.0,,,-
F0054,2023-24,reformed,DBNGP,DBNGP (WA) Transmission Pty Limited,WA,Pipeline and other transport (502),241857.0,250024.0,250024.0,,517202.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0055,2023-24,reformed,DEN01,Dendrobium Coal Pty Ltd,NSW,Coal mining (060),143922.0,379997.0,143922.0,,,-
F0056,2023-24,reformed,Dongara Operations,ADBRI LIMITED,WA,"Cement, lime, plaster and concrete product manufacturing (203)",100000.0,93193.0,93193.0,,,The facility is an eligible facility under 58B.
F0057,2023-24,reformed,Drake Mine,Drake Mine Management Pty Ltd,QLD,Coal mining (060),233185.0,244064.0,237738.0,,635647.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0058,2023-24,reformed,Duketon South Operations,Regis Resources Limited,WA,Metal ore mining (080),175908.0,155772.0,155772.0,,,-
F0235,2023-24,reformed,EGP,Jemena Eastern Gas Pipeline (1) Pty Ltd,NSW; VIC,Gas supply (270),100000.0,80003.0,80003.0,,,The facility is an eligible facility under 58B.
F0059,2023-24,reformed,Eliwana Mine,FMG SOLOMON PTY LTD,WA,Metal ore mining (080),135777.0,164894.0,164894.0,,164894.0,Please refer to the Multi-year monitoring period reported emissions data table for more information.
F0060,2023-24,reformed,Ensham Coal Mine,ENSHAM RESOURCES PTY. LIMITED,QLD,Coal mining (060),272747.0,261925.0,261925.0,,,"The responsible emitter was required to relinquish units, which they did via relinquishing 7,786 SMCs."
F0061,2023-24,reformed,Fairview,Santos Limited,QLD,Oil and gas extraction (070),289078.0,214228.0,214228.0,,,-
F0062,2023-24,reformed,Fimiston Operations,KALGOORLIE CONSOLIDATED GOLD MINES PTY LTD,WA,Metal ore mining (080),136847.0,229779.0,136847.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
F0064,2023-24,reformed,Fisherman's Landing,CEMENT AUSTRALIA (QUEENSLAND) PTY LIMITED,QLD,"Cement, lime, plaster and concrete product manufacturing (203)",1597242.0,1582237.0,1582237.0,,,-
F0065,2023-24,reformed,FLNG,SHELL AUSTRALIA PTY LTD,WA,Oil and gas extraction (070),2929109.0,1851848.0,1851848.0,,,-
F0066,2023-24,reformed,Foxleigh Mine,FOXLEIGH MANAGEMENT PTY LTD,QLD,Coal mining (060),215614.0,265558.0,215614.0,,,-
F0067,2023-24,reformed,Geelong Refinery,Viva Energy Refining Pty Ltd,VIC,Petroleum and coal product manufacturing (170),906089.0,1051228.0,906089.0,,,-
F0068,2023-24,reformed,GEM01,Groote Eylandt Mining Company Proprietary Limited,NT,Metal ore mining (080),142343.0,174512.0,142343.0,,,-
F0236,2023-24,reformed,Gibson Island,Incitec Pivot Limited,QLD,Fertiliser and pesticide manufacturing (183),100000.0,170.0,170.0,,,The facility is an eligible facility under 58B.
F0070,2023-24,reformed,Gippsland Basin facility,ESSO AUSTRALIA RESOURCES PTY LTD,VIC,Oil and gas extraction (070),1349503.0,1505497.0,1349503.0,,,-
F0071,2023-24,reformed,Goldfields Gas Transmission Pipeline,Goldfields Gas Transmission Pty Ltd,WA,Pipeline and other transport (502),107870.0,114123.0,107870.0,,,-
F0072,2023-24,reformed,Goonyella Broadmeadow Mine,BM Alliance Coal Operations Pty Limited,QLD,Coal mining (060),1015171.0,1257022.0,1015171.0,,,-
F0073,2023-24,reformed,Gorgon Operations,CHEVRON AUSTRALIA PTY LTD,WA,Oil and gas extraction (070),9191453.0,8802650.0,8802650.0,,,-
F0074,2023-24,reformed,Gove Operations,RTA GOVE PTY LIMITED,NT,Basic non-ferrous metal manufacturing (213),114808.0,133829.0,114808.0,,,-
F0075,2023-24,reformed,Granny Smith Mine Site,GSM MINING COMPANY PTY LTD,WA,Metal ore mining (080),111619.0,113783.0,111619.0,,,-
F0076,2023-24,reformed,Greenbushes Lithium Operation,Talison Lithium Australia Pty Ltd,WA,Metal ore mining (080),100000.0,104303.0,100000.0,,,-
F0077,2023-24,reformed,Grosvenor Mine,ANGLO COAL (MORANBAH NORTH MANAGEMENT) PTY LIMITED,QLD,Coal mining (060),1717249.0,1094252.0,1094252.0,,,-
F0078,2023-24,reformed,Gruyere Mine Site,Gruyere Mining Company Pty Ltd,WA,Metal ore mining (080),186298.0,204627.0,186298.0,,,-
F0237,2023-24,reformed,Gudai-Darri Mine,Mount Bruce Mining Pty Ltd,WA,Metal ore mining (080),604067.0,129676.0,129676.0,,,-
F0079,2023-24,reformed,Hail Creek Mine,HAIL CREEK COAL PTY LTD,QLD,Coal mining (060),1189092.0,1381195.0,1189092.0,,,-
F0080,2023-24,reformed,Hope Downs 1 Mine,Hamersley HMS Pty Ltd,WA,Metal ore mining (080),126313.0,166842.0,126313.0,,,"As the facility surrendered 30% or more of its baseline, the required written explanation as to why more carbon abatement did not occur at the facility can be found on the baselines and emissions data page."
